huc,hru,year,RI_fish,RI_invertebrate_water,RI_plant_nonvascular,RI_plant_vascular,RI_invertebrate_sed,RI_net
All Watersheds,Cherries,2019,28.5662847914105,141.535722188145,47.2926239682004,2048.69670282779,83.6500114641037,144.825933981347
All Watersheds,Cole crops,2015,0.185345429886012,10.6269282622198,0.0506888058550081,1.47095782925758,48.4239900203036,47.7499698617617
All Watersheds,Cole crops,2016,0.954175078538749,3.98427179290384,1.2160787988202,2.78470040120915,25.4084915290126,28.3068265845
All Watersheds,Cole crops,2017,0.841598042593841,2.45276267056877,0.830647754608576,2.915804799571,35.0194338210887,37.8487133261405
All Watersheds,Cole crops,2018,0.570983336930176,2.94361059843867,0.744398252358758,2.03699694568712,53.7780247727543,57.4714039480257
All Watersheds,Cole crops,2019,1.25821632484577,3.10969278872976,1.93223491810391,5.68094248621335,7.05719072596839,13.0575178228765
All Watersheds,"Corn, sorghum, and sudan",2015,7.81692868494074,353.590194901289,97.0328418563744,74.8736776937718,1028.53585313591,1267.39379533995
All Watersheds,"Corn, sorghum, and sudan",2016,17.274999521801,318.793525751027,228.221369838522,203.719265278125,916.702188739274,1152.95866991308
All Watersheds,"Corn, sorghum, and sudan",2017,18.7944855509831,403.919689895856,282.205730542284,171.959715312486,997.76999490362,1254.3014876238
All Watersheds,"Corn, sorghum, and sudan",2018,12.2631447233875,249.606473062226,158.746516472185,99.0321874081392,651.997606491676,828.012359407391
All Watersheds,"Corn, sorghum, and sudan",2019,15.8124084083695,212.462108701435,190.594590671683,151.702899301983,417.338952425076,537.86704582018
All Watersheds,Fallow,2015,3.83456853907776,344.593925930746,490.900812913011,139.732129435353,1595.17402834939,1893.3369446524
All Watersheds,Fallow,2016,12.3747953364015,279.782140706171,1165.40062307063,359.963393237938,3024.01172392992,3355.58452895123
All Watersheds,Fallow,2017,10.1212808599222,149.873920276122,977.529463416159,355.935996814273,1725.64700340563,1994.83577996786
All Watersheds,Fallow,2018,5.71219982398662,86.0088304523417,473.757797405871,204.541069319859,1097.51118897747,1245.99495969043
All Watersheds,Fallow,2019,8.01077418313748,36.6674745180316,843.281783081858,373.137391421904,872.494418143279,1018.39792915079
All Watersheds,"Flowers, nursery, and Christmas trees",2015,37.1457951174364,111.504959296882,90.8592097788293,349.455523701218,220.354495614747,329.417226744181
All Watersheds,"Flowers, nursery, and Christmas trees",2016,134.251841580974,494.406403563724,445.166012182703,1767.35231781326,702.187205981169,1130.18728556114
All Watersheds,"Flowers, nursery, and Christmas trees",2017,99.1071545404039,337.351255530363,323.769458099322,2557.49670565568,548.928264758511,883.93152219559
All Watersheds,"Flowers, nursery, and Christmas trees",2018,51.3053567721401,163.867963408159,261.929953909494,2382.29222303122,238.561388523213,380.158112838375
All Watersheds,"Flowers, nursery, and Christmas trees",2019,69.2378696806935,261.679302028115,318.355174499705,4175.75902711947,259.620853751918,478.78573296394
All Watersheds,Grapes,2015,87.8674369497461,2603.27500486519,3243.6926509272,30500.6372779873,9776.10890816147,12654.0135714595
All Watersheds,Grapes,2016,147.950635749268,4122.2282706722,11053.2583990645,57874.5228499705,17015.5542513508,23198.853161202
All Watersheds,Grapes,2017,121.857490855733,3015.55523302318,8281.42866917958,61813.4086510729,13101.8283195058,17013.4687699088
All Watersheds,Grapes,2018,121.912620634509,3378.51541817753,8084.02700705973,64629.0140640284,14561.9326912095,19199.6279648606
All Watersheds,Grapes,2019,153.42399258762,1459.49391514415,10322.3063384401,110610.913111446,6229.77664640339,9206.50749593598
All Watersheds,Greenhouse,2015,1.2060063815752,1.33696214989111,1.64384711944031,142.393036774634,15.9257534272654,5.32501962970123
All Watersheds,Greenhouse,2016,3.02852936235931,4.17930752323141,4.12625213114309,204.423037457,32.8347047596195,19.7416276139196
All Watersheds,Greenhouse,2017,0.763221676723502,2.63532825157201,1.08923640005167,57.9181399781706,21.1713682236581,11.2814954490479
All Watersheds,Greenhouse,2018,1.92052077983744,2.89889175912466,2.55194746250992,103.15231256522,26.7062256391774,10.5161978835175
All Watersheds,Greenhouse,2019,3.56723366366931,120.352819846624,4.4831237480391,645.023187486228,25.2322653029521,130.212903769265
All Watersheds,"Melons, squash, and cucumbers",2015,3.20819883716063,35.7026536320708,18.6848756492803,6.67199424623516,102.109278086571,100.599519087348
All Watersheds,"Melons, squash, and cucumbers",2016,7.65573987295509,93.8147007406282,63.8473692856566,31.6131005707482,212.183612335472,210.566355629528
All Watersheds,"Melons, squash, and cucumbers",2017,6.42898323505431,48.0323685052352,106.499217888943,30.8968615037492,148.203560711749,150.654736234502
All Watersheds,"Melons, squash, and cucumbers",2018,5.382224304922,49.9770047670434,81.5256763694834,23.5476188417506,158.89221301663,168.449721545431
All Watersheds,"Melons, squash, and cucumbers",2019,6.37396252341871,69.459249065649,117.410057435536,37.8677976941661,210.06794287962,230.402657162131
All Watersheds,Misc. agriculture,2015,0.0321079598199054,5.37131430387571,12.11476502894,23.2293212233715,0.251190830091384,29.4947886041898
All Watersheds,Misc. agriculture,2016,0.177951945001647,1.61126786507189,25.2384170639636,50.9548545133876,41.28123588275,93.94137061163
All Watersheds,Misc. agriculture,2017,0.20118257717369,0.438143502873348,10.5795452267589,31.0195894088311,11.4033412877546,33.9991208284801
All Watersheds,Misc. agriculture,2018,0.108072950990422,3.79571401622128,8.9035271289186,20.1909077921226,1.55414974131462,15.6531576895596
All Watersheds,Misc. agriculture,2019,0.150832302791123,0.812744939415362,11.1667457065941,27.0617070524809,1.64652161931578,18.4773947385921
All Watersheds,Misc. deciduous,2015,0.00112824303316844,0.00238178110824384,0.000869670808927179,0.00610927657940089,0.0115819054709342,0.0133416799257087
All Watersheds,Misc. deciduous,2016,0.0011637146034456,0.00251950591605806,0.000670596408232886,0.00460245995576034,0.0078534521126669,0.0102422090656647
All Watersheds,Misc. deciduous,2017,0.000491280435701148,0.00111748313104022,9.31396723541054e-05,0.000616095776053214,0.000442771947224273,0.00185687181730421
All Watersheds,Misc. deciduous,2018,0.00608128190603075,1.78574883235963,0.000360409058737839,0.000290231554097525,5.43547448761337,6.7129795240111
All Watersheds,Misc. deciduous,2019,0.00939264024772294,1.32660176909736,0.327769567193747,0.673700639826687,3.16335790973287,3.9613492620749
All Watersheds,Misc. field crops,2015,0.0478771363372947,0.0259575609317999,1.27069943844595,1.20572282805629,0.0248057364521178,0.440052296704112
All Watersheds,Misc. field crops,2016,0.114436657751522,0.0541540193554209,1.25216473478126,0.852751617834984,0.0682377584549609,1.0569665761403
All Watersheds,Misc. field crops,2017,0.015932033264033,0.112125692779024,1.35776950112185,2.898181173714,0.27921574808244,3.80157256448554
All Watersheds,Misc. field crops,2018,0.0241817231773909,0.167589652273247,0.260508106750067,0.38467127528496,0.457787375661139,0.851535569020906
All Watersheds,Misc. field crops,2019,0.577056410050997,0.156007192698981,32.6698069547116,17.0423379669692,0.151335774688143,1.86612823419395
All Watersheds,"Misc. grain, hay, and forage",2015,0.159577161425999,2.09734700114248,13.2587477417847,21.0286576536495,8.77083913809193,15.9241675355571
All Watersheds,"Misc. grain, hay, and forage",2016,0.553231454543941,2.98064634478377,35.2292470187904,52.8040851692269,11.1751189111479,24.3783813386142
All Watersheds,"Misc. grain, hay, and forage",2017,0.134694747896457,1.38333827095612,11.4503006777207,17.4422093201456,4.94470575639822,10.3721709666786
All Watersheds,"Misc. grain, hay, and forage",2018,0.186474272311063,4.10247595193182,21.2494727087877,33.7089193484466,7.45392060313131,19.7808319517959
All Watersheds,"Misc. grain, hay, and forage",2019,1.50630283115291,1.54935514462125,18.7828163135912,26.0826570536709,3.72965214643871,10.729983401312
All Watersheds,Misc. truck crops,2015,1.52982003069737,40.0730679205252,160.65326571385,34.7670572996177,151.84608419438,196.927600517244
All Watersheds,Misc. truck crops,2016,3.08035973712302,38.6342825489249,182.672613331648,41.3195200507925,154.710770501244,189.770977320716
All Watersheds,Misc. truck crops,2017,2.65381284560524,24.5657292653972,128.815406250204,30.5057126579662,79.7272639975907,99.3944235349974
All Watersheds,Misc. truck crops,2018,3.48620630412273,31.8524151944359,128.027208269023,31.9865632626021,108.312929461375,131.903432128642
All Watersheds,Misc. truck crops,2019,2.82882090743531,19.6046728399781,124.723371696665,36.6440478766694,64.6802582173434,78.970935529134
All Watersheds,Olives,2015,0.0739625315640597,25.2081223346734,12.2314658321944,3.99794107809486,1.35901997157103,30.4709139576548
All Watersheds,Olives,2016,0.1004921036835,26.0868957015731,36.4355264794058,45.8218510528299,1.50633199392178,35.2743395894349
All Watersheds,Olives,2017,0.349037997096504,24.9902128669748,25.3961135368781,17.5912586589359,1.31493173668517,30.6580053679967
All Watersheds,Olives,2018,0.198259403987165,23.685646167653,19.0824027944864,15.7829903303929,1.23971793255886,28.38844473358
All Watersheds,Olives,2019,0.219060243692881,32.6310971500647,27.7219490130246,35.5693736610158,2.91194518921508,39.6511901165579
All Watersheds,Onions and garlic,2015,0.171098708620598,0.235650601024649,1.29293813503571,2.83748569817933,0.121972273492639,2.06438444632926
All Watersheds,Onions and garlic,2016,0.963907572649004,17.3598467625603,4.07589108990951,7.91511001952109,67.2792430612428,90.6946011985659
All Watersheds,Onions and garlic,2017,1.15253223727018,17.6587596799625,5.06271805554811,10.3472046765852,67.8390791174704,93.0584197325943
All Watersheds,Onions and garlic,2018,1.06795552960876,69.534412328145,4.41766006089475,9.14542124494425,285.118914928224,361.357079355595
All Watersheds,Onions and garlic,2019,1.53142222053907,80.5262180998128,7.54536461506023,12.5388411730104,330.363699272455,419.479989732056
All Watersheds,Peaches and nectarines,2015,6.00825876637399,23.731891290801,8.65390858644419,256.814383952178,64.88056139078,96.8970191236613
All Watersheds,Peaches and nectarines,2016,11.9075185391772,108.927503186084,21.008978131819,455.345619496182,352.106228001177,480.949547025727
All Watersheds,Peaches and nectarines,2017,10.9296347982365,68.2242350285711,22.7688376199879,389.945089906909,115.75027147795,187.119226861833
All Watersheds,Peaches and nectarines,2018,9.30590902861501,42.685315270657,20.3123883596895,269.339763046929,122.919785554286,184.788775577133
All Watersheds,Peaches and nectarines,2019,13.6235972384002,30.6107568329819,23.3515566620748,238.751885832791,55.0089837713685,111.137311896669
All Watersheds,Pears,2015,0.191748451079627,62.5347949886755,8.66856990496352,89.6237114047999,9.63397389739768,22.3370735431124
All Watersheds,Pears,2016,0.33040557183416,63.5248142175441,34.2582241710761,167.2854298272,13.9560478047406,25.7458432406103
All Watersheds,Pears,2017,0.316765952115622,49.0430001808804,20.8230141122836,63.0668153285182,11.568740131971,16.1437606657539
All Watersheds,Pears,2018,0.440725025588195,39.259672942856,25.129204335888,55.5873404418651,10.3079247965766,32.2084321064952
All Watersheds,Pears,2019,0.380177814709463,74.3990248981184,34.2648032104174,59.861128299782,13.0106832192651,28.1312602178853
All Watersheds,Peppers,2015,0.550307416768762,1.83172360355678,0.79663780403213,0.449520527806366,3.94226762191068,4.85524745582137
All Watersheds,Peppers,2016,0.878501450017776,3.06368094442019,0.738077080093827,0.36544243015074,12.0780011488583,15.9759472983628
All Watersheds,Peppers,2017,0.934250576340322,11.8907967381083,4.82832802727728,2.8083163373806,24.6571984816315,30.4692528111259
All Watersheds,Peppers,2018,0.661673692511958,4.94690796015124,2.57621277715796,3.02016275819013,37.7170647843768,43.6984381054692
All Watersheds,Peppers,2019,0.630374492983979,7.84063796804915,2.00894643230592,1.04122013388588,12.5407362430209,19.9647715813019
All Watersheds,Pistachios,2015,0.163727545038694,0.531678634438427,3.07102573515604,26.6910868348912,0.0308099639866276,2.30609455002367
All Watersheds,Pistachios,2016,0.454845712933152,0.754787831676378,8.39492537776786,288.516452706635,0.0502812204568594,8.23170131132147
All Watersheds,Pistachios,2017,0.410666428726643,0.656417723516154,3.42742135813904,299.901048060295,0.0960117319197907,4.65033834009316
All Watersheds,Pistachios,2018,0.842456365406572,1.54877287887825,5.84523701412744,461.67508678837,0.221563072967935,6.12826346246815
All Watersheds,Pistachios,2019,1.07832340640623,2.30725638790263,5.83994547706345,582.395189436952,0.304331283650401,8.73180131701443
All Watersheds,"Plums, prunes, or apricots",2015,5.98691022324926,7.91422375279255,26.0466803322858,521.2642618923,10.1369456819953,29.0115026161509
All Watersheds,"Plums, prunes, or apricots",2016,19.5448496389404,36.2318731011157,67.1169232491715,1788.43099676508,31.8524536867774,97.6154849265899
All Watersheds,"Plums, prunes, or apricots",2017,27.307665033142,28.9581569903152,51.6531677575724,1044.57909998563,49.9715489456582,145.891663957246
All Watersheds,"Plums, prunes, or apricots",2018,15.9532904728136,64.901037911379,45.7066378243087,1434.22090018783,189.135136349314,286.825031751773
All Watersheds,"Plums, prunes, or apricots",2019,19.1287203897794,26.1929953307181,75.8486828580753,961.91493196442,46.9478620101659,122.473019627395
All Watersheds,Potatoes,2015,0.72283139540009,21.9499192196296,7.08180684935275,5.7888356530613,99.7934441012663,123.873155785827
All Watersheds,Potatoes,2016,4.04528098820512,331.85890371041,29.905451176403,20.3307966828678,1375.70249970699,1713.50588844004
All Watersheds,Potatoes,2017,5.82991143017149,367.140871342143,27.5772997314263,19.4036261587493,1492.01013127072,1866.09575703513
All Watersheds,Potatoes,2018,2.60210722692885,139.324849522631,20.6932193726717,11.1377846648854,575.053901819253,715.094121849837
All Watersheds,Potatoes,2019,2.57764767100778,272.590554784559,17.7356387017395,9.93484274772819,1116.66217365295,1388.15161120863
All Watersheds,Rice,2015,6.23700883339645,14.3879409147851,52.2131691758046,68.068455483202,7.01573086319412,33.0687059507453
All Watersheds,Rice,2016,12.9525560811616,17.7039348804702,76.9699963001198,85.7817973788688,11.1203274837923,50.6010153794162
All Watersheds,Rice,2017,9.79024996296573,12.9645783899257,52.9360555266028,45.6128673464854,8.02081149673491,40.2743619703412
All Watersheds,Rice,2018,9.30721917871905,21.8135239373735,67.7079045568467,49.4056114741623,10.6048549006589,61.0529990381416
All Watersheds,Rice,2019,13.0182142314427,18.7201602064378,68.5672642855875,55.5963546550763,13.5064208058952,66.8923601889985
All Watersheds,Safflower,2015,0.0338568006202169,2.37808516252259,12.4533607734083,2.57945181623545,20.5257130396456,23.3440168539751
All Watersheds,Safflower,2016,0.153380164617213,0.749729567013767,21.3478773871549,5.0615071865045,53.7097140717222,55.923028585319
All Watersheds,Safflower,2017,0.140288056949455,0.860948863728267,8.66045305472314,2.00532901840743,15.2706371287357,17.4723930074216
All Watersheds,Safflower,2018,0.0323822093547703,0.155995290795983,4.29987054692256,1.12170735826672,6.58944469848197,7.31263563153916
All Watersheds,Safflower,2019,0.0527647185031992,0.149617950826029,6.8055078756051,1.69449830099025,6.40783215835981,7.42275243808872
All Watersheds,Strawberries,2015,0.000265592489449796,0.000265592489449796,0.00139785520763051,0.00221327074541497,0.00265592489449796,0.00679823582644303
All Watersheds,Strawberries,2016,0.00376803089287056,0.0903076956635732,0.00140709027054496,0.00222284253663268,0.160236481580857,0.257942140944478
All Watersheds,Strawberries,2017,0.00287611153571382,0.0717235756169539,0.000479520303099949,0.000755222592108937,0.126261859287218,0.202096289335095
All Watersheds,Strawberries,2018,0.0167833824630837,0.418081296436136,0.0222183021308077,0.0048683607784755,0.731564641998243,1.19351104672201
All Watersheds,Strawberries,2019,0.00117564333866125,0.00151169304263585,0.0452411626825849,0.0108660203052324,0.00290237158391489,0.0609041588401256
All Watersheds,Sunflowers,2015,1.06117663239913,1.40379625990724,23.2025240284757,16.0850944083055,1.42861092523062,5.15196641033541
All Watersheds,Sunflowers,2016,2.52467652103385,3.63413708550087,52.4995871479247,30.7012042781646,5.42506704595073,14.1268996439583
All Watersheds,Sunflowers,2017,3.05278791103622,5.41638107613758,95.0074598874541,42.2941556474929,10.7500835358681,22.7917411431215
All Watersheds,Sunflowers,2018,1.79878244638155,10.1685166648599,43.4792949634675,22.2228335405918,26.436209625538,41.9231713614987
All Watersheds,Sunflowers,2019,2.51972919823006,11.7906518336903,61.2472923255644,26.3732874408361,29.871270751465,48.76749193901
All Watersheds,Tomatoes,2015,37.4594863671291,201.162973246131,368.488647822297,260.815815498684,945.866597179555,1164.90417429996
All Watersheds,Tomatoes,2016,52.7822493828401,206.598543417628,505.089575633643,312.412805912744,1081.94888910504,1358.06772675509
All Watersheds,Tomatoes,2017,43.5097898491717,254.886696355438,515.34611188525,351.033460971684,1112.85201406962,1402.94628310918
All Watersheds,Tomatoes,2018,31.2631237949535,324.231844186293,373.756007859104,276.495557527387,424.851829750575,687.96226973111
All Watersheds,Tomatoes,2019,47.6448813870246,284.615427126274,512.177102062299,393.032628764296,527.183521356031,916.838504277687
All Watersheds,Walnuts,2015,46.5504300203643,2782.7658147282,482.101175575349,5964.84109924595,11237.9227165415,14143.2543440508
All Watersheds,Walnuts,2016,86.8709903487223,3220.93010580061,920.044111044836,13968.8460431077,12702.310563855,16259.9282937989
All Watersheds,Walnuts,2017,75.5786297379791,2901.17212787887,615.832051767525,11271.4211825859,11419.200671817,14619.9578331965
All Watersheds,Walnuts,2018,76.1879878043974,1004.25612289545,638.337522588104,14684.5026007089,3289.9758725076,4539.26046780471
All Watersheds,Walnuts,2019,92.9184180741905,595.175608919382,964.559121005922,20747.2641386514,1389.68225094904,2270.3141506929
All Watersheds,Wheat,2015,0.0902831130088866,4.37003511116033,2.02188072106105,2.95469686387811,17.7293328773632,22.487726715243
All Watersheds,Wheat,2016,1.06629593831592,3.40239784528942,18.941507074386,25.8290946859149,11.9775361167415,16.339147964833
All Watersheds,Wheat,2017,0.252082138543385,4.78366097894981,11.8124352234321,17.6383527642971,18.6931286404984,24.4083945149875
All Watersheds,Wheat,2018,0.140109183352078,2.77272055155438,6.29925397258868,10.4253108025161,12.2106912585277,17.6505657625985
All Watersheds,Wheat,2019,2.64152845965065,1.58466997200384,12.0353198577785,13.8546097267134,4.83124142181659,6.86742817675768
1.80E+11,Almonds,2015,8.13831526105646,311.669852301874,27.3462222336762,6580.98888012679,1262.23810865443,1605.70760779057
1.80E+11,Almonds,2016,18.1969670796587,349.764607965182,51.3877426934872,6664.77881727102,1348.99069847722,1766.87454325855
1.80E+11,Almonds,2017,55.1428736152413,71.3079445987089,88.0279506778318,5723.65199636202,143.514623453877,356.396427357841
1.80E+11,Almonds,2018,31.7838873475578,74.9046806848346,47.9009916016487,6768.07157004165,117.598424590411,264.834577409375
1.80E+11,Almonds,2019,22.752670814327,76.5616695621473,40.3932304758327,9542.62050321781,122.8574578309,249.722055219654
1.80E+11,Grapes,2015,0.628797983240023,78.7187381982067,1.49463808888407,247.914678799971,331.181729381167,406.309918387888
1.80E+11,Grapes,2016,1.10703979763468,168.421360544219,5.31506857558165,370.168289042306,701.405209989085,874.360568499418
1.80E+11,Grapes,2017,0.49824582321676,35.8145012065391,0.682965258977491,373.892723985265,157.309653217418,186.239454998562
1.80E+11,Grapes,2018,0.813890171398047,72.0317405367958,1.64380486597341,266.488421080293,311.242997406719,371.103765567945
1.80E+11,Grapes,2019,0.555303315797504,39.1172493058023,8.23021360827051,460.861514367618,166.96274957781,207.752485491541
180400091307-Dry Creek,Almonds,2015,5.15752988845486,19.3103849502891,11.2734203908899,382.835177326093,33.6235566979787,62.8165484330491
180400091307-Dry Creek,Almonds,2016,16.2226548718725,34.4584407857703,40.5506439891307,1394.3753927249,46.3513260098233,130.16283307705
180400091307-Dry Creek,Almonds,2017,30.1302049182453,84.3445362279578,60.4826730111316,1215.36785374253,257.00621072568,424.603855342871
180400091307-Dry Creek,Almonds,2018,24.1196045557161,65.5217746361802,40.1313549217519,1378.88540316791,140.483026479508,259.764888049406
180400091307-Dry Creek,Almonds,2019,29.5625134737809,77.5626281714881,53.5869531952527,1790.73419699034,161.856252775058,316.324414426325
180400091307-Dry Creek,Grapes,2015,0.0801963197791238,0.552473366651183,3.05412329707013,7.04710519067345,5.44365703371307,3.33698661074227
180400091307-Dry Creek,Grapes,2016,0.33294034383071,1.25404449255741,8.02667080269327,12.1414270324186,14.2386315490703,11.2235882297054
180400091307-Dry Creek,Grapes,2017,0.256086351244927,0.409202952722985,7.06726250582218,12.0399432046619,6.14369556870693,6.15806289818769
180400091307-Dry Creek,Grapes,2018,0.212057611836223,2.55613463733365,1.85320735123379,24.9120939505187,12.099818993029,9.96573342580158
180400091307-Dry Creek,Grapes,2019,0.346012748486608,5.59874671143451,21.5083718870622,58.5522751684998,22.0028546461953,27.4736934131453
180400091307-Dry Creek,Walnuts,2015,0.718901203279502,17.7493963230076,4.34095828541284,168.896003125714,61.899724091222,79.1126309858892
180400091307-Dry Creek,Walnuts,2016,1.83304045030303,8.33154947816409,11.9978034573227,203.423242653106,17.9555707604611,33.9402425398336
180400091307-Dry Creek,Walnuts,2017,1.35943696576015,9.36097472562405,8.06542441854941,195.165240331285,25.8746058992221,39.6707573042023
180400091307-Dry Creek,Walnuts,2018,2.09226320006729,12.9832547025395,16.3028494200426,339.504803197199,31.3586755086701,49.4867103973199
180400091307-Dry Creek,Walnuts,2019,2.90811624265144,13.0571310289474,7.11414391532891,404.856036074933,25.4503686820395,41.9127125367357
Adobe Creek-Frontal San Francisco Bay Estuaries,"Flowers, nursery, and Christmas trees",2015,6.369497060892,23.1124458236448,5.56392902542403,0.959940079990046,39.5510008739492,39.2974089745246
Adobe Creek-Frontal San Francisco Bay Estuaries,"Flowers, nursery, and Christmas trees",2016,30.4313280924921,259.250099191269,182.866482106176,360.253775866513,80.1942752847437,94.889716984291
Adobe Creek-Frontal San Francisco Bay Estuaries,"Flowers, nursery, and Christmas trees",2017,8.61351481811675,141.295332831055,137.329312719125,279.320808129657,65.2804158833755,78.3101887524471
Adobe Creek-Frontal San Francisco Bay Estuaries,"Flowers, nursery, and Christmas trees",2018,5.99592529560296,66.492520292013,79.2153417104673,116.688764167767,105.544759031143,73.8281781802813
Adobe Creek-Frontal San Francisco Bay Estuaries,"Flowers, nursery, and Christmas trees",2019,12.8171346793627,172.35980433481,142.364734242653,180.150225431301,107.813387739611,130.831875340829
Adobe Creek-Frontal San Pablo Bay Estuaries,Grapes,2015,0.164440434256244,0.223189165824496,16.4350612535329,153.456583400952,0.319580841609091,3.94284502643064
Adobe Creek-Frontal San Pablo Bay Estuaries,Grapes,2016,0.499799511985864,0.783616987674061,16.3775247242258,669.047694141607,2.43238143228878,4.57269308833726
Adobe Creek-Frontal San Pablo Bay Estuaries,Grapes,2017,0.536369369325461,21.4729458649476,3.88646758401216,636.010861245615,88.5384070232068,110.468583314844
Adobe Creek-Frontal San Pablo Bay Estuaries,Grapes,2018,0.742054148429772,38.862923575061,12.9967557945838,849.765204265585,162.722725912908,204.015776675432
Adobe Creek-Frontal San Pablo Bay Estuaries,Grapes,2019,0.999891251985204,15.6363776069468,25.4772958584015,447.797331754805,65.1881188695947,82.7659364747278
Agua Caliente Creek-Frontal San Francisco Bay Estuaries,Grapes,2015,0.175147995633405,0.146865749543624,0.296258975648318,1.55884487950283,0.011523584311988,0.31194918911767
Agua Caliente Creek-Frontal San Francisco Bay Estuaries,Grapes,2016,1.37033722689746,0.723982729247158,0.54582051811717,3.21934963544927,0.0169089570097968,0.457733920733704
Agua Caliente Creek-Frontal San Francisco Bay Estuaries,Grapes,2017,1.78103008536503,0.710390649531251,0.253099222606495,0.420884248407053,0.00301941870057302,0.0817371739338618
Agua Caliente Creek-Frontal San Francisco Bay Estuaries,Grapes,2018,0.100975957130882,0.0490929235737032,0.0491322082252969,0.0336156486838846,0.000687803144538021,0.0186191750242165
